Date,MMWR_week,Location,Administered_Daily,Administered_Cumulative,Administered_7_Day_Rolling_Average,Admin_Dose_1_Daily,Admin_Dose_1_Cumulative,Admin_Dose_1_Day_Rolling_Average,date_type,Administered_daily_change_report,Administered_daily_change_report_7dayroll,Series_Complete_Daily,Series_Complete_Cumulative,Series_Complete_Day_Rolling_Average
12/22/2020,52,CA,"22,487","92,703","13,243","22,386","92,440","13,206",Report,"22,487","13,243",0,0,0
12/22/2020,52,OR,"5,257","18,788","2,681","5,248","18,515","2,642",Admin,"5,257","2,681",0,6,0
12/22/2020,52,UT,"3,134","15,129","2,041","3,120","14,854","2,038",Admin,"3,134","2,041",14,298,4
12/22/2020,52,GA,"12,292","38,465","5,227","11,400","36,377","4,968",Admin,"12,292","5,227",89,432,22
12/22/2020,52,SD,"2,432","11,692","1,594","2,431","11,688","1,594",Admin,"2,432","1,594",1,2,0
12/22/2020,52,MA,"10,046","49,875","7,090","10,021","49,128","6,984",Admin,"10,046","7,090",5,27,3
12/22/2020,52,MH,0,0,0,0,0,0,Report,0,0,0,0,0
12/22/2020,52,WI,"6,726","27,039","3,820","6,648","25,985","3,670",Admin,"6,726","3,821",3,27,3
12/22/2020,52,AR,"6,380","30,625","4,120","6,179","29,233","3,930",Admin,"6,380","4,120",17,119,15
12/22/2020,52,LTC,"16,786","33,266","4,719","16,565","32,678","4,636",Admin,"16,786","4,720",8,8,1
12/22/2020,52,CO,"8,418","55,499","7,685","8,322","55,136","7,646",Admin,"8,418","7,686",16,128,10
12/22/2020,52,AR,0,"9,947","1,421",0,"9,915","1,416",Report,0,"1,421",0,0,0
12/22/2020,52,NE,"4,670","18,749","2,368","4,512","18,423","2,328",Admin,"4,670","2,369",15,88,6
12/22/2020,52,MS,"3,604","10,596","1,475","3,600","10,517","1,473",Admin,"3,604","1,476",2,89,3
12/22/2020,52,RI,"1,085","4,345",621,"1,085","4,345",621,Report,"1,085",621,0,0,0
12/22/2020,52,LA,"17,878","17,878","2,554","17,800","17,800","2,543",Report,"17,878","2,554",0,0,0
12/22/2020,52,NH,"1,280","5,236",736,"1,275","5,215",733,Admin,"1,280",736,0,0,0
12/22/2020,52,OK,"4,571","20,759","2,966","4,447","20,561","2,937",Report,"4,571","2,966",0,0,0
12/22/2020,52,AL,931,"7,383","1,055",928,"7,258","1,037",Report,931,"1,055",0,0,0
12/22/2020,52,NM,379,"9,673","1,382",379,"9,663","1,380",Report,379,"1,382",0,0,0
12/22/2020,52,MO,"5,348","23,055","3,294","5,333","23,013","3,288",Report,"5,348","3,294",0,0,0
12/22/2020,52,GU,460,"2,299",319,458,"2,059",285,Admin,460,319,0,2,0
12/22/2020,52,LA,"6,617","32,863","4,316","6,437","32,549","4,276",Admin,"6,617","4,317",176,345,38
12/22/2020,52,IL,"10,702","121,777","17,167","10,065","108,814","15,378",Admin,"10,702","17,167",213,538,73
12/22/2020,52,VI,147,597,85,147,597,85,Admin,147,85,0,0,0
12/22/2020,52,VA,"9,001","55,493","7,722","8,967","54,982","7,654",Admin,"9,001","7,722",8,63,5
12/22/2020,52,NH,502,"4,362",608,502,"4,362",608,Report,502,608,0,0,0
12/22/2020,52,MT,0,"5,866",838,0,"5,863",838,Report,0,838,0,0,0
12/22/2020,52,DC,307,"3,132",447,299,"3,124",446,Report,307,447,0,0,0
12/22/2020,52,MI,"1,069","6,600",943,974,"6,485",926,Report,"1,069",943,0,0,0
12/22/2020,52,IA,"1,695","8,726","1,247","1,695","8,546","1,221",Report,"1,695","1,247",0,0,0
12/22/2020,52,SD,286,"7,751","1,107",286,"7,749","1,107",Report,286,"1,107",0,0,0
12/22/2020,52,OK,"4,856","38,141","5,187","4,785","37,521","5,101",Admin,"4,856","5,187",3,59,8
12/22/2020,52,NY,0,"37,617","5,353",0,"37,574","5,347",Report,0,"5,353",0,0,0
12/22/2020,52,IL,"12,589","70,193","10,028","12,579","70,132","10,019",Report,"12,589","10,028",0,0,0
12/22/2020,52,VT,"1,715","5,618",784,"1,711","5,600",782,Admin,"1,715",784,4,13,1
12/22/2020,52,CA,"57,454","253,481","35,760","56,642","250,259","35,355",Admin,"57,454","35,760",73,780,64
12/22/2020,52,MN,"13,869","34,449","4,814","13,816","34,320","4,798",Admin,"13,869","4,814",17,101,7
12/22/2020,52,FL,"23,155","94,377","13,087","23,025","93,799","13,005",Admin,"23,155","13,087",95,303,42
12/22/2020,52,TN,"11,527","21,451","3,064","11,488","21,139","3,020",Report,"11,527","3,064",0,0,0
12/22/2020,52,OH,0,"5,930",847,0,"5,930",847,Report,0,847,0,0,0
12/22/2020,52,AK,"1,420","11,988","1,689","1,396","11,908","1,678",Admin,"1,420","1,689",22,40,5
12/22/2020,52,WY,0,"1,555",222,0,"1,550",221,Report,0,222,0,0,0
12/22/2020,52,MS,119,"3,094",442,119,"3,092",442,Report,119,442,0,0,0
12/22/2020,52,VT,184,"2,340",334,184,"2,335",334,Report,184,334,0,0,0
12/21/2020,52,ME,455,"4,489",641,455,"4,487",641,Report,455,641,0,0,0
12/21/2020,52,MP,87,186,27,87,186,27,Report,87,27,0,0,0
12/21/2020,52,OK,"1,408","16,188","2,313","1,407","16,114","2,302",Report,"1,408","2,313",0,0,0
12/21/2020,52,NM,"1,409","9,294","1,328","1,408","9,284","1,326",Report,"1,409","1,328",0,0,0
12/21/2020,52,TN,"5,138","9,924","1,418","4,879","9,651","1,379",Report,"5,138","1,418",0,0,0
12/21/2020,52,PA,"18,716","52,551","7,471","18,620","52,360","7,445",Admin,"18,716","7,472",74,146,19
12/21/2020,52,CT,"1,997","9,230","1,319","1,997","9,230","1,319",Report,"1,997","1,319",0,0,0
12/21/2020,52,ND,612,"5,664",809,612,"5,662",809,Report,612,809,0,0,0
12/21/2020,52,AZ,"2,447","6,778",968,"2,447","6,775",968,Report,"2,447",968,0,0,0
12/21/2020,52,WV,817,"16,518","2,353",817,"16,459","2,345",Admin,817,"2,354",0,2,0
12/21/2020,52,NH,367,"3,860",551,367,"3,860",551,Report,367,551,0,0,0
12/21/2020,52,WA,"4,944","12,751","1,822","4,942","12,747","1,821",Report,"4,944","1,822",0,0,0
12/21/2020,52,NJ,"1,297","9,173","1,310","1,297","9,171","1,310",Report,"1,297","1,310",0,0,0
12/21/2020,52,MA,"9,121","39,829","5,686","9,067","39,107","5,583",Admin,"9,121","5,686",13,22,3
12/21/2020,52,AK,"2,380","10,568","1,505","2,369","10,512","1,497",Admin,"2,380","1,505",5,18,2
12/21/2020,52,TX,"32,803","167,529","23,858","32,660","167,125","23,800",Admin,"32,803","23,858",141,225,32
12/21/2020,52,MS,278,"2,975",425,278,"2,973",425,Report,278,425,0,0,0
12/21/2020,52,IL,"7,570","57,604","8,229","7,564","57,553","8,222",Report,"7,570","8,229",0,0,0
12/21/2020,52,VI,40,153,22,40,153,22,Report,40,22,0,0,0
12/21/2020,52,AL,685,"6,452",922,684,"6,330",904,Report,685,922,0,0,0
12/21/2020,52,VT,117,"2,156",308,117,"2,151",307,Report,117,308,0,0,0
12/21/2020,52,MT,"1,184","9,506","1,336","1,174","9,434","1,326",Admin,"1,184","1,336",0,23,2
12/21/2020,52,GA,0,"1,109",158,0,"1,109",158,Report,0,158,0,0,0
12/21/2020,52,US,"381,614","1,590,013","224,548","373,811","1,542,862","218,040",Admin,"381,614","224,549",995,"5,958",621
12/21/2020,52,GU,101,"1,839",253,101,"1,601",219,Admin,101,253,0,2,0
12/21/2020,52,PA,"2,927","24,855","3,551","2,927","24,839","3,548",Report,"2,927","3,551",0,0,0
12/21/2020,52,OR,"5,421","13,531","1,932","5,377","13,267","1,895",Admin,"5,421","1,932",0,6,0
12/21/2020,52,VI,86,450,64,86,450,64,Admin,86,64,0,0,0
12/21/2020,52,PR,"1,745","11,247","1,607","1,743","11,228","1,604",Report,"1,745","1,607",0,0,0
12/21/2020,52,ID,0,0,0,0,0,0,Report,0,0,0,0,0
12/21/2020,52,NE,0,"8,375","1,196",0,"8,321","1,189",Report,0,"1,196",0,0,0
12/21/2020,52,DC,"2,825","2,825",404,"2,825","2,825",404,Report,"2,825",404,0,0,0
12/21/2020,52,SC,"4,705","20,782","2,930","4,671","20,257","2,860",Admin,"4,705","2,930",7,63,4
12/21/2020,52,TX,"31,162","161,062","22,946","31,022","160,846","22,915",Report,"31,162","22,946",0,0,0
12/21/2020,52,NJ,"8,296","26,114","3,710","8,161","25,695","3,651",Admin,"8,296","3,710",5,28,2
12/21/2020,52,AZ,"6,139","21,290","2,980","6,112","21,151","2,969",Admin,"6,139","2,980",28,129,9
12/21/2020,52,LTC,"14,178","16,480","2,321","14,010","16,113","2,269",Admin,"14,178","2,322",0,0,0
12/21/2020,52,US,"149,957","801,460","114,422","148,449","796,607","113,728",Report,"149,957","114,422",0,0,0
12/21/2020,52,KS,"3,504","23,275","3,294","3,425","22,586","3,196",Admin,"3,504","3,294",23,68,9
12/21/2020,52,WY,531,"2,862",364,529,"2,851",363,Admin,531,364,2,8,1
12/21/2020,52,CT,"5,082","15,239","2,143","5,064","15,129","2,130",Admin,"5,082","2,143",7,52,5
12/21/2020,52,NY,"20,054","77,319","10,984","18,336","66,893","9,501",Admin,"20,054","10,985",25,202,27
12/21/2020,52,OK,"6,236","33,285","4,654","6,192","32,736","4,577",Admin,"6,236","4,655",4,56,7
12/21/2020,52,RP,0,0,0,0,0,0,Report,0,0,0,0,0
12/21/2020,52,NC,"4,581","13,646","1,949","4,581","13,644","1,949",Report,"4,581","1,949",0,0,0
12/21/2020,52,AS,0,0,0,0,0,0,Report,0,0,0,0,0
12/21/2020,52,KS,127,"4,573",653,127,"4,571",653,Report,127,653,0,0,0
12/21/2020,52,AR,"2,130","9,947","1,421","2,127","9,915","1,416",Report,"2,130","1,421",0,0,0
12/21/2020,52,DC,"1,742","7,232","1,025","1,668","7,020",996,Admin,"1,742","1,026",70,192,26
12/21/2020,52,LA,"4,904","26,246","3,708","4,870","26,112","3,690",Admin,"4,904","3,708",30,169,13
12/21/2020,52,OR,"1,005","3,042",435,"1,005","3,041",434,Report,"1,005",435,0,0,0
12/21/2020,52,NY,"2,785","37,617","5,374","2,785","37,574","5,368",Report,"2,785","5,374",0,0,0
12/21/2020,52,WI,"2,675","9,759","1,394","2,673","9,706","1,387",Report,"2,675","1,394",0,0,0
12/21/2020,52,IN,"9,780","37,735","5,334","9,697","37,317","5,276",Admin,"9,780","5,334",49,163,22
12/21/2020,52,UT,"3,849","11,995","1,617","3,845","11,734","1,616",Admin,"3,849","1,617",6,284,2
12/21/2020,52,ID,"1,475","8,479","1,181","1,368","8,007","1,116",Admin,"1,475","1,181",6,37,3
12/21/2020,52,CA,"53,864","196,027","27,738","53,322","193,617","27,446",Admin,"53,864","27,738",47,707,56
12/21/2020,52,MH,0,8,0,0,8,0,Admin,0,0,0,0,0
12/21/2020,52,CO,"8,396","30,945","4,421","8,388","30,916","4,417",Report,"8,396","4,421",0,0,0
12/21/2020,52,RI,"1,831","6,888",967,"1,831","6,888",967,Admin,"1,831",967,0,1,0
12/21/2020,52,WI,"5,536","20,313","2,897","5,531","19,337","2,759",Admin,"5,536","2,898",3,24,3
12/21/2020,52,TN,"9,531","36,561","5,073","9,411","35,694","4,968",Admin,"9,531","5,074",109,841,101
12/21/2020,52,MI,0,"5,531",790,0,"5,511",787,Report,0,790,0,0,0
12/21/2020,52,VA,0,271,39,0,271,39,Report,0,39,0,0,0
12/21/2020,52,LTC,190,847,121,190,847,121,Report,190,121,0,0,0
12/21/2020,52,UT,"1,772","5,829",833,"1,765","5,820",831,Report,"1,772",833,0,0,0
12/21/2020,52,AK,886,"5,125",732,886,"5,098",728,Report,886,732,0,0,0
12/21/2020,52,NV,"3,834","15,860","2,236","3,830","15,805","2,231",Admin,"3,834","2,236",1,8,1
12/21/2020,52,LA,0,0,0,0,0,0,Report,0,0,0,0,0
12/21/2020,52,MI,"14,895","41,201","5,878","14,303","38,476","5,489",Admin,"14,895","5,878",47,312,43
12/21/2020,52,MO,"5,436","17,707","2,530","5,435","17,680","2,526",Report,"5,436","2,530",0,0,0
12/21/2020,52,MS,"2,044","6,992",976,"2,036","6,917",974,Admin,"2,044",977,2,87,3
12/21/2020,52,NC,"10,486","37,074","5,284","10,485","36,960","5,268",Admin,"10,486","5,284",0,5,0
12/21/2020,52,MO,"9,268","32,576","4,597","9,197","31,530","4,453",Admin,"9,268","4,598",9,61,5
12/21/2020,52,FM,0,81,0,0,81,0,Admin,0,0,0,0,0
12/21/2020,52,MA,0,"19,078","2,725",0,"19,049","2,721",Report,0,"2,725",0,0,0
12/21/2020,52,MH,0,0,0,0,0,0,Report,0,0,0,0,0
12/21/2020,52,OH,"1,394","5,930",847,"1,394","5,930",847,Report,"1,394",847,0,0,0
12/21/2020,52,AS,217,358,51,216,357,51,Admin,217,51,0,0,0
12/21/2020,52,KY,"3,455","12,794","1,767","3,290","11,960","1,651",Admin,"3,455","1,767",1,50,2
12/21/2020,52,PR,"2,865","34,732","4,943","2,838","34,063","4,848",Admin,"2,865","4,943",9,83,11
12/21/2020,52,OH,"7,310","18,310","2,601","7,297","18,244","2,592",Admin,"7,310","2,601",12,134,18
12/21/2020,52,IN,0,"12,998","1,857",0,"12,992","1,856",Report,0,"1,857",0,0,0
12/21/2020,52,MN,"11,695","20,580","2,856","11,666","20,504","2,848",Admin,"11,695","2,857",15,84,5
12/21/2020,52,DE,99,969,138,98,967,138,Report,99,138,0,0,0
12/21/2020,52,CA,"26,318","70,216","10,031","26,284","70,054","10,008",Report,"26,318","10,031",0,0,0
12/21/2020,52,NM,"3,569","23,258","3,274","3,546","23,106","3,254",Admin,"3,569","3,275",18,65,8
12/21/2020,52,HI,"1,423","6,080",867,"1,422","6,029",861,Admin,"1,423",868,0,29,4
12/21/2020,52,DE,"1,375","4,672",655,"1,362","4,651",653,Admin,"1,375",656,1,7,0
12/21/2020,52,CO,"6,100","47,081","6,551","6,034","46,814","6,524",Admin,"6,100","6,551",9,112,8
12/21/2020,52,GA,"6,699","26,173","3,497","6,371","24,977","3,365",Admin,"6,699","3,497",27,343,10
12/21/2020,52,MN,"1,052","3,918",560,"1,052","3,917",560,Report,"1,052",560,0,0,0
12/21/2020,52,ND,762,"7,041",964,683,"6,911",946,Admin,762,964,1,5,0
12/21/2020,52,RI,"1,049","3,260",466,"1,049","3,260",466,Report,"1,049",466,0,0,0
12/21/2020,52,MT,608,"5,866",838,608,"5,863",838,Report,608,838,0,0,0
12/21/2020,52,KY,"1,531","7,329","1,047","1,531","7,325","1,046",Report,"1,531","1,047",0,0,0
12/21/2020,52,NH,404,"3,956",565,403,"3,940",563,Admin,404,565,0,0,0
12/21/2020,52,WV,812,"16,271","2,320",812,"16,271","2,320",Report,812,"2,320",0,0,0
12/21/2020,52,WY,0,"1,555",222,0,"1,550",221,Report,0,222,0,0,0
12/21/2020,52,WA,"8,652","34,641","4,948","7,765","32,276","4,611",Admin,"8,652","4,949",10,45,6
12/21/2020,52,NE,"3,159","14,079","1,897","3,111","13,911","1,879",Admin,"3,159","1,898",10,73,5
12/21/2020,52,VT,695,"3,903",543,694,"3,889",542,Admin,695,544,1,9,1
12/21/2020,52,VA,"11,046","46,492","6,559","10,926","46,015","6,494",Admin,"11,046","6,559",13,55,4
12/21/2020,52,GU,0,0,0,0,0,0,Report,0,0,0,0,0
12/21/2020,52,FL,"7,373","40,139","5,734","7,333","40,042","5,720",Report,"7,373","5,734",0,0,0
12/21/2020,52,MD,829,"4,667",667,829,"4,664",666,Report,829,667,0,0,0
12/21/2020,52,FL,"18,086","71,222","10,163","17,986","70,774","10,100",Admin,"18,086","10,164",53,208,29
12/21/2020,52,AR,"4,998","24,245","3,373","4,948","23,054","3,205",Admin,"4,998","3,374",8,102,13
12/21/2020,52,SD,2,"7,465","1,066",2,"7,463","1,066",Report,2,"1,066",0,0,0
12/21/2020,52,HI,927,"4,456",637,927,"4,456",637,Report,927,637,0,0,0
12/21/2020,52,ME,"1,445","6,708",936,"1,443","6,688",934,Admin,"1,445",937,2,9,0
12/21/2020,52,MP,147,335,47,146,334,48,Admin,147,48,1,1,0
12/21/2020,52,AL,"3,476","14,128","1,976","3,473","13,976","1,955",Admin,"3,476","1,976",1,148,20
12/21/2020,52,NV,"1,124","8,708","1,244","1,122","8,676","1,239",Report,"1,124","1,244",0,0,0
12/21/2020,52,IL,"17,158","111,075","15,781","15,388","98,749","14,024",Admin,"17,158","15,781",74,325,43
12/21/2020,52,IA,91,"7,031","1,004",91,"6,851",979,Report,91,"1,004",0,0,0
12/21/2020,52,FM,0,0,0,0,0,0,Report,0,0,0,0,0
12/21/2020,52,SC,"4,444","20,614","2,944","4,444","20,613","2,944",Report,"4,444","2,944",0,0,0
12/21/2020,52,SD,634,"9,260","1,319",634,"9,257","1,319",Admin,634,"1,319",0,1,0
12/21/2020,52,IA,"2,616","9,931","1,390","2,613","9,673","1,354",Admin,"2,616","1,391",0,9,1
12/21/2020,52,MD,"4,210","11,791","1,634","4,199","11,711","1,629",Admin,"4,210","1,635",16,114,8
12/21/2020,52,RP,0,0,0,0,0,0,Admin,0,0,0,0,0
12/20/2020,52,OK,"1,589","27,049","3,768","1,588","26,544","3,696",Admin,"1,589","3,768",0,52,7
12/20/2020,52,MA,"2,181","30,708","4,386","2,176","30,040","4,291",Admin,"2,181","4,387",1,9,1
12/20/2020,52,NC,"4,368","26,588","3,790","4,366","26,475","3,775",Admin,"4,368","3,791",1,5,0
12/20/2020,52,MA,"12,083","19,078","2,725","12,069","19,049","2,721",Report,"12,083","2,725",0,0,0
12/20/2020,52,US,"105,611","1,208,399","170,613","102,864","1,169,051","165,206",Admin,"105,611","170,613",611,"4,963",485
12/20/2020,52,OR,"1,391","8,110","1,158","1,377","7,890","1,127",Admin,"1,391","1,158",0,6,0
12/20/2020,52,IA,93,"7,315","1,042",93,"7,060","1,006",Admin,93,"1,042",0,9,1
12/20/2020,52,NH,317,"3,552",507,317,"3,537",505,Admin,317,507,0,0,0
12/20/2020,52,MI,"2,848","5,531",790,"2,830","5,511",787,Report,"2,848",790,0,0,0
12/20/2020,52,AL,"1,315","10,652","1,480","1,309","10,503","1,459",Admin,"1,315","1,480",6,147,20
12/20/2020,52,MH,0,0,0,0,0,0,Report,0,0,0,0,0
12/20/2020,52,IN,"2,997","27,955","3,945","2,954","27,620","3,899",Admin,"2,997","3,946",28,114,15
12/20/2020,52,GA,"3,232","19,474","2,543","3,218","18,606","2,458",Admin,"3,232","2,543",5,316,6
12/20/2020,52,NV,993,"12,026","1,716",992,"11,975","1,709",Admin,993,"1,716",0,7,1
12/20/2020,52,UT,18,"8,146","1,068",18,"7,889","1,068",Admin,18,"1,069",0,278,1
12/20/2020,52,CA,"20,800","142,163","20,048","20,601","140,295","19,833",Admin,"20,800","20,048",115,660,50
12/20/2020,52,OK,"7,456","14,780","2,111","7,408","14,707","2,101",Report,"7,456","2,111",0,0,0
12/20/2020,52,PR,"3,711","9,502","1,357","3,698","9,485","1,355",Report,"3,711","1,357",0,0,0
12/20/2020,52,TN,"4,447","4,786",684,"4,433","4,772",682,Report,"4,447",684,0,0,0
12/20/2020,52,CT,596,"10,157","1,421",592,"10,065","1,411",Admin,596,"1,421",1,45,4
12/20/2020,52,MP,87,188,26,87,188,27,Admin,87,27,0,0,0
12/20/2020,52,MT,"2,243","5,258",751,"2,242","5,255",751,Report,"2,243",751,0,0,0
12/20/2020,52,MP,99,99,14,99,99,14,Report,99,14,0,0,0
12/20/2020,52,GU,6,"1,738",238,6,"1,500",205,Admin,6,239,0,2,0
12/20/2020,52,AK,401,"8,188","1,165",401,"8,143","1,159",Admin,401,"1,165",0,13,1
12/20/2020,52,LA,79,"21,342","3,025",79,"21,242","3,012",Admin,79,"3,025",0,139,10
12/20/2020,52,VA,0,271,39,0,271,39,Report,0,39,0,0,0
12/20/2020,52,ID,789,"7,004",983,759,"6,639",934,Admin,789,983,0,31,2
12/20/2020,52,KS,"2,327","4,446",635,"2,327","4,444",635,Report,"2,327",635,0,0,0
12/20/2020,52,KY,373,"9,339","1,281",299,"8,670","1,189",Admin,373,"1,281",1,49,2
12/20/2020,52,TX,"10,382","129,900","18,557","10,374","129,824","18,546",Report,"10,382","18,557",0,0,0
12/20/2020,52,VA,"2,826","35,446","4,986","2,777","35,089","4,938",Admin,"2,826","4,986",4,42,2
12/20/2020,52,VI,0,113,16,0,113,16,Report,0,16,0,0,0
12/20/2020,52,WA,"4,290","25,989","3,712","4,282","24,511","3,502",Admin,"4,290","3,713",0,35,5
12/20/2020,52,AS,141,141,20,141,141,20,Admin,141,20,0,0,0
12/20/2020,52,DC,0,0,0,0,0,0,Report,0,0,0,0,0
12/20/2020,52,NJ,"2,391","17,818","2,525","2,382","17,534","2,486",Admin,"2,391","2,525",0,23,1
12/20/2020,52,NY,"4,110","57,265","8,174","3,328","48,557","6,931",Admin,"4,110","8,175",21,177,25
12/20/2020,52,VT,248,"3,208",445,247,"3,195",444,Admin,248,445,1,8,1
12/20/2020,52,NH,304,"3,493",499,304,"3,493",499,Report,304,499,0,0,0
12/20/2020,52,OH,0,"4,536",648,0,"4,536",648,Report,0,648,0,0,0
12/20/2020,52,NJ,"2,524","7,876","1,125","2,523","7,874","1,125",Report,"2,524","1,125",0,0,0
12/20/2020,52,ID,0,0,0,0,0,0,Report,0,0,0,0,0
12/20/2020,52,ME,"1,772","4,034",576,"1,772","4,032",576,Report,"1,772",576,0,0,0
12/20/2020,52,AR,0,"7,817","1,117",0,"7,788","1,113",Report,0,"1,117",0,0,0
12/20/2020,52,AZ,"2,797","4,331",619,"2,794","4,328",618,Report,"2,797",619,0,0,0
12/20/2020,52,SD,287,"8,626","1,230",287,"8,623","1,230",Admin,287,"1,230",0,1,0
12/20/2020,52,MN,403,"8,885","1,193",401,"8,838","1,188",Admin,403,"1,193",1,69,3
12/20/2020,52,MS,"1,200","2,697",385,"1,200","2,695",385,Report,"1,200",385,0,0,0
12/20/2020,52,FL,"3,567","53,136","7,590","3,541","52,788","7,540",Admin,"3,567","7,590",23,155,22
12/20/2020,52,RP,0,0,0,0,0,0,Report,0,0,0,0,0
12/20/2020,52,FM,0,0,0,0,0,0,Report,0,0,0,0,0
12/20/2020,52,AS,0,0,0,0,0,0,Report,0,0,0,0,0
12/20/2020,52,WI,"3,805","7,084","1,012","3,769","7,033","1,005",Report,"3,805","1,012",0,0,0
12/20/2020,52,IL,"8,831","93,917","13,333","7,700","83,361","11,829",Admin,"8,831","13,333",53,251,33
12/20/2020,52,NV,"2,828","7,584","1,083","2,827","7,554","1,079",Report,"2,828","1,083",0,0,0
12/20/2020,52,NE,"2,617","8,375","1,196","2,565","8,321","1,189",Report,"2,617","1,196",0,0,0
12/20/2020,52,SD,"4,036","7,463","1,066","4,035","7,461","1,066",Report,"4,036","1,066",0,0,0
12/20/2020,52,MI,"1,984","26,306","3,755","1,971","24,173","3,451",Admin,"1,984","3,755",5,265,37
12/20/2020,52,WY,673,"1,555",222,670,"1,550",221,Report,673,222,0,0,0
12/20/2020,52,GU,0,0,0,0,0,0,Report,0,0,0,0,0
12/20/2020,52,UT,"2,353","4,057",580,"2,351","4,055",579,Report,"2,353",580,0,0,0
12/20/2020,52,US,"209,853","651,503","93,072","209,170","648,158","92,594",Report,"209,853","93,072",0,0,0
12/20/2020,52,CO,"10,426","22,549","3,221","10,413","22,528","3,218",Report,"10,426","3,221",0,0,0
12/20/2020,52,ME,19,"5,263",730,18,"5,245",728,Admin,19,731,1,7,0
12/20/2020,52,OH,587,"11,000","1,571",586,"10,947","1,564",Admin,587,"1,571",68,122,17
12/20/2020,52,PA,"4,508","33,835","4,804","4,503","33,740","4,791",Admin,"4,508","4,804",3,72,9
12/20/2020,52,HI,211,"4,657",664,211,"4,607",657,Admin,211,665,0,29,4
12/20/2020,52,MO,"1,077","23,308","3,305","1,059","22,333","3,169",Admin,"1,077","3,306",1,52,4
12/20/2020,52,ND,"1,639","5,052",722,"1,638","5,050",721,Report,"1,639",722,0,0,0
12/20/2020,52,VT,804,"2,039",291,801,"2,034",291,Report,804,291,0,0,0
12/20/2020,52,FL,"13,132","32,766","4,681","13,125","32,709","4,673",Report,"13,132","4,681",0,0,0
12/20/2020,52,TN,"5,984","27,030","3,717","5,865","26,283","3,630",Admin,"5,984","3,718",117,732,85
12/20/2020,52,HI,131,"3,529",504,131,"3,529",504,Report,131,504,0,0,0
12/20/2020,52,FM,0,81,0,0,81,0,Admin,0,0,0,0,0
12/20/2020,52,WV,205,"15,459","2,208",205,"15,459","2,208",Report,205,"2,208",0,0,0
12/20/2020,52,AK,"2,632","4,239",606,"2,605","4,212",602,Report,"2,632",606,0,0,0
12/20/2020,52,RI,"1,157","2,211",316,"1,157","2,211",316,Report,"1,157",316,0,0,0
12/20/2020,52,DC,500,"5,490",779,386,"5,352",760,Admin,500,779,110,122,16
12/20/2020,52,WV,203,"15,701","2,241",203,"15,642","2,233",Admin,203,"2,242",0,2,0
12/20/2020,52,NM,446,"19,689","2,789",445,"19,560","2,772",Admin,446,"2,789",1,47,6
12/20/2020,52,AL,"2,615","5,767",824,"2,614","5,646",807,Report,"2,615",824,0,0,0
12/20/2020,52,MS,178,"4,948",685,178,"4,881",684,Admin,178,686,1,85,3
12/20/2020,52,MO,0,"12,271","1,753",0,"12,245","1,749",Report,0,"1,753",0,0,0
12/20/2020,52,TX,"11,327","134,726","19,245","11,317","134,465","19,208",Admin,"11,327","19,245",11,84,12
12/20/2020,52,PA,"6,809","21,928","3,133","6,803","21,912","3,130",Report,"6,809","3,133",0,0,0
12/20/2020,52,IN,"8,106","12,998","1,857","8,101","12,992","1,856",Report,"8,106","1,857",0,0,0
12/20/2020,52,LTC,211,"2,302",296,211,"2,103",268,Admin,211,296,0,0,0
12/20/2020,52,NE,174,"10,920","1,511",170,"10,800","1,499",Admin,174,"1,511",3,63,3
12/20/2020,52,MD,"3,317","3,838",548,"3,316","3,835",548,Report,"3,317",548,0,0,0
12/20/2020,52,AR,293,"19,247","2,662",291,"18,106","2,500",Admin,293,"2,662",2,94,12
12/20/2020,52,SC,"1,724","16,170","2,310","1,724","16,169","2,310",Report,"1,724","2,310",0,0,0
12/20/2020,52,VI,7,364,52,7,364,52,Admin,7,52,0,0,0
12/20/2020,52,AZ,961,"15,151","2,106",956,"15,039","2,100",Admin,961,"2,107",5,101,5
12/20/2020,52,OR,"1,352","2,037",291,"1,351","2,036",291,Report,"1,352",291,0,0,0
12/20/2020,52,LTC,657,657,94,657,657,94,Report,657,94,0,0,0
12/20/2020,52,DE,471,870,124,470,869,124,Report,471,124,0,0,0
12/20/2020,52,IL,"13,911","50,034","7,148","13,900","49,989","7,141",Report,"13,911","7,148",0,0,0
12/20/2020,52,MT,140,"8,322","1,169",136,"8,260","1,160",Admin,140,"1,169",4,23,2
12/20/2020,52,NY,"11,769","34,832","4,976","11,743","34,789","4,970",Report,"11,769","4,976",0,0,0
12/20/2020,52,CT,0,"7,233","1,033",0,"7,233","1,033",Report,0,"1,033",0,0,0
12/20/2020,52,NC,281,"9,065","1,295",280,"9,063","1,295",Report,281,"1,295",0,0,0
12/20/2020,52,IA,923,"6,940",991,922,"6,760",966,Report,923,991,0,0,0
12/20/2020,52,SC,503,"16,077","2,260",501,"15,586","2,194",Admin,503,"2,260",2,56,3
12/20/2020,52,NM,"4,072","7,885","1,126","4,065","7,876","1,125",Report,"4,072","1,126",0,0,0
12/20/2020,52,KS,993,"19,771","2,816",963,"19,161","2,730",Admin,993,"2,817",6,45,6
12/20/2020,52,WI,"1,635","14,777","2,108","1,634","13,806","1,970",Admin,"1,635","2,109",1,21,2
12/20/2020,52,WY,13,"2,331",288,13,"2,322",287,Admin,13,289,0,6,0
